Country,Region,Project Name,Project Description,Status,Project URL,Effective Date,Commitment Amount,Pre/Post Paris Agreement,Year,Sector,Climate-Related
Regional,Regional,Pacific Business Investment Facility,"Asian Development Bank (ADB) (i) establish the Pacific Business Investment Trust Fund; (ii) accept and administer grant contributions to the trust fund from bilateral, multilateral, and other sources, in each case substantially in accordance with the terms and conditions set forth in this paper; and (iii) administer a portion of technical assistance (TA) for the Pacific Business Investment Facility, to be financed on a grant basis from the trust fund.",Closed,http://www.adb.org/projects/47373-001/main,26 Sep 2014,1500000.0,0,2014,Finance,No
Regional,Regional,Promoting Remittance for Development Finance,The impact is increased knowledge and incentives to work for better access to formal remittance and enhanced remittance linked investments for productive use of remittances among the DMC participants. The outcome will be ADB's increased operational focus and level of assistances to support remittance receiving DMCs' better access to formal remittance and remittance securitizations.,Closed,http://www.adb.org/projects/48190-001/main,26 Sep 2014,300000.0,0,2014,Finance,No
Solomon Islands,The Pacific,Strengthening Financial Inclusion,"The Government of Solomon Islands requested ADB for technical assistance to improve access to and suitability of financial services to promote economic opportunities in rural areas. The TA will (i) increase the availability of suitable financial services and lessen financing constraints for selected smallholder farmers and small rural businesses, (ii) promote financial literacy and capacity, and (iii) safeguard consumer interests in branchless banking. ADB approved a technical assistance in the amount of $600,000 with a $400,000 contribution from the Financial Sector Development Partnership Special Fund in September 2014.",Closed,http://www.adb.org/projects/46508-001/main,20 Oct 2014,600000.0,0,2014,"Agriculture, natural resources and rural development",No
Vanuatu,The Pacific,Supporting the Preparation of the National Sustainable Development Plan,"The impact of the technical assistance (TA) will be that the National Sustainable Development Plan (NSDP) guides the implementation and monitoring of Vanuatu''s development vision and priorities. The outcome of the TA will be stronger government capacity for development planning and managing for development results.The TA will deliver the following outputs and associated activities over 2014 -2016:(i) Strengthened development planning processes. The TA will support the Department of Strategic Policy Planning and Aid Coordination (DSPPAC) and the NSDP core team in the preparation of an NSDP for 2016- 2030.In particular, the TA will support DSPPAC and the NSDP core team to (a) organize, plan, facilitate, and provide input for ministerial and sector consultations; (b) develop and utilize specific tools to extract policy directives from public consultations and feedback sessions and train government personnel in the use of such tools; (c) ensure that special interest groups are fully included and participate in consultations; (d) ensure that provincial authorities and leaders are given the opportunity to provide feedback on the NSDP; (e) draft a consultation report, including stakeholder feedback and recommendations on the NSDP; and (f) produce a draft NSDP for consideration by the Council of Ministers and Parliament. (ii) Strengthened monitoring and evaluation processes and systems. The TA will support the government to ensure that appropriate processes and systems are in place to implement and monitor the NSDP.In particular, the TA will work with DSPPAC to establish a framework for regular monitoring and reporting against the NSDP, help government agencies to put in place the systems to implement and measure achievements under the NSDP, and ensure that the NSDP is utilized as a mechanism for managing for development results.",Closed,http://www.adb.org/projects/47367-001/main,26 Nov 2014,400000.0,0,2014,Public sector management,Yes
Kyrgyz Republic,Central and West Asia,Second Investment Climate Improvement Program,"The Project preparatory technical assistance (TA) will help (i) complete due diligence on areas proposed for support; (ii) identify key reforms including the adjustment costs in preparing, implementing, and monitoring the proposed reforms; and (iii) reach agreements on reform activities, outputs, and program outcome and impact.",Closed,http://www.adb.org/projects/41544-086/main,03 Oct 2014,1100000.0,0,2014,Finance,Yes
Viet Nam,South East Asia,Ha Noi and Ho Chi Minh City Power Grid Development Sector Project,"The project will strengthen the capacities and reliabilities of the power infrastructure in the two largest cities of the Socialist Republic of Viet Nam (Viet Nam)Ha Noi and Ho Chi Minh Citythrough rehabilitation, expansion and development of the 220 kilovolt (kV) and 110 kV electricity power grids in the respective cities. The Government of Viet Nam has requested for a sector loan from ADB's OCR and a sector loan funded through participation of the AIF to assist with the financing of the project. The project is included in the country partnership strategy, 20122015 for Viet Nam.",Active,http://www.adb.org/projects/46391-001/main,06 Feb 2015,98540000.0,0,2015,Energy,No
People's Republic of China,East Asia,Research on Intensive and Economical Land Use Mode in Small and Medium-Sized Cities and Small Towns,The Government of the People's Republic of China (PRC) has requested a policy and advisory technical assistance (TA) from the Asian Development Bank (ADB). The assistance will support the Land Consolidation and Rehabilitation Center (LCRC) of the Ministry of Land and Resources (MLR) in conducting a research on intensive and economical land use mode in small and medium-sized cities and small towns. The project impact will be better knowledge and stronger policies adopted for intensive and economical land use in small and medium-sized cities and small towns. The project outcome will be recommendations available for policy and implementation guidelines to improve land use conditions in small and medium-sized cities and small towns.,Closed,http://www.adb.org/projects/47371-001/main,15 Oct 2014,300000.0,0,2014,"Agriculture, natural resources and rural development",No
Pakistan,Central and West Asia,"Trimmu, Panjnad and Islam Barrages Improvement Project","1.Trimmu and Panjnad Barrages Project (TPBP) will rehabilitate and upgrade the Trimmu and Panjnad barrages on the Chenab River, which supply irrigation water to 1.74 million ha through six main canals. The project will (i) rehabilitate and upgrade the two barrages, and (ii) build institutional capacity in flood risk management. Trimmu barrage is located downstream of the confluence of Jhelum and Chenab rivers. Its flood passing capacity (FPC) is reduced from originally 18,265 cubic meters per second (m3s-1) to 12,743 m3s-1. The project will enhance the FPC to 23,220 m3s-1. Panjnad barrage is located downstream of confluence point of Sutlej and Chenab rivers. The project will enhance the barrage's FPC originally, from 19,822 m3s-1 to 24,495 m3s-1.",Active,http://www.adb.org/projects/47235-001/main,21 Jan 2015,43010000.0,0,2015,"Agriculture, natural resources and rural development",No
People's Republic of China,East Asia,Study of Financial Reform in Rural Areas of the Central Plains Economic Zone,"ADB has previously supported building an inclusive, market-oriented, rural finance system and strenthening financial supervision in rural finance. The TA is a continuation of ADB's support for the rural finance development in the People's Republic of China and for the balanced growth in agricultural areas of the Henan province. The TA will provide further assistance for the Henan provincial government in promoting development of effective and sustainable rural financial system in agricultural areas of the Central Plains Economic Zone.",Closed,http://www.adb.org/projects/48009-001/main,17 Oct 2014,400000.0,0,2014,Finance,Yes
Pakistan,Central and West Asia,Improved Investment Climate for Mineral Sector Development in Pakistan,"Impact and Outcome The impact of the S-PATA will be improved climate for foreign and domestic investment into the mineral sector in Pakistan with a focus on Balochistan. The outcome of the S-PATA will be identification of measures that will improve rules on mining investment, licensing and revenue sharing. OutputsThe S-PATA will have three outputs. These will be developed in consultation with the Pakistan Extractives Working Group (PEWG), presented at a high level meeting with federal and provincial governments and other key stakeholders, and used to prepare a guide for possible future technical assistance provided on a multi-donor basis.1) Government capacity to manage and address issues relating to mining leases and mine development. This output will be delivered by implementing the following activities: (i) review current mining contracts used in Balochistan and identify key issues which constrain mine development or have in the past or could in the foreseeable future result in disagreement or dispute; (ii) identify international best practice which could help the GOP and GOB address these issues; (iii) provide samples of mining contracts which have been successfully negotiated following international best practice and the Extractive Industries Source Book (EI Source Book) ; and (iv) in general, explain how international best practice and the sample mining contracts can be adapted and used to set a high standard for mining projects in Balochistan and other provinces. 2) Improved and more transparent licensing process. This output will be delivered by implementing the following activities: (i) review the current legal framework in Balochistan for the issuance of exploration licenses and mining licenses; (ii) compare this to international best practice and what is recommended in the EI Source Book; and (iii) identify changes to the legal framework which will mitigate the risk of arbitrary, discretionary regulatory decisions.3) Transparent resource revenue management. This output will be delivered by implementing the following activities: (i) review of existing fiscal and procedural rules and mechanisms in Pakistan which allocate mineral sector rents, royalties, taxes, duties and other revenues between (a) current consumption and long term savings, and (b) federal, provincial and local governments, local communities/beneficiaries and other stakeholders; (ii) compare these to international best practice and what is recommended in the EI Source Book; and (iii) identify changes to the rules and other mechanisms which would increase transparency, accountability and fairness for current and future generations.",Closed,http://www.adb.org/projects/48275-001/main,16 Sep 2014,225000.0,0,2014,"Agriculture, natural resources and rural development",Yes
People's Republic of China,East Asia,Preparing a Concession Law for Infrastructure and Public Services,"The country partnership strategy positions ADB's public sector operations to strengthen the enabling environment for private sector development by financing infrastructure, supporting policy and regulatory reforms, and improving access to finance. Urban development is identified as a priority area for support for private sector participation and PPPs during 2011-2015. The CPS also provides for the complementary support for knowledge sharing to promote best practices.",Closed,http://www.adb.org/projects/48007-001/main,09 Oct 2014,400000.0,0,2014,Public sector management,No
Regional,Regional,"Developing Anti-Money Laundering and Combating the Financing of Terrorism (AML/CFT) Approaches, Methodologies and Controls for Nonbanking Financial Institutions","This technical assistance project will develop AML/CFT approaches, methodologies, and controls for nonbanking financial institutions through three outputs: 1. Development and design of the proposed AML/CFT approaches, methodologies and controls in the form of a manual or handbook (including e-versions).2. Design of related training modules. 3. Capacity building for implementation of the developed AML/CFT approaches, methodologies and controls for selected ADB partners.",Closed,http://www.adb.org/projects/48359-001/main,15 Sep 2014,225000.0,0,2014,Finance,No
Georgia,Central and West Asia,Strengthening Domestic Resource Mobilization,"The TA will support the government in managing the dual challenge of maintaining government debt sustainability while setting up legal, regulatory, and institutional frameworks facilitating availability of long-term capital for productive business and infrastructure investments. Key development issues to be addressed by the TA include enhancing generation of domestic savings, providing investment opportunities by developing money and debt markets, and managing public debt and fiscal risks better. A well-functioning legal and regulatory environment in these areas is an essential facilitator in spurring economic growth and creating fiscal space. The government is taking steps to ensure that the financial sector is supportive of development in the real sector and is focusing on macroeconomic stability, effective public administration, and private sector competitiveness to boost economic growth and share its benefits.",Closed,http://www.adb.org/projects/48044-003/main,06 Oct 2014,1280000.0,0,2014,Finance,Yes
Lao People's Democratic Republic,South East Asia,Greater Mekong Subregion Tourism Infrastructure for Inclusive Growth Project,"The project will remove physical and capacity constraints impeding tourism development in Champassak, Khammouane, Luangprabang, and Oudomxayfour provinces situated astride the GMS Central Corridor. It will contribute to the creation of 27,000 tourism-related jobs in the Lao PDR by: (i) paving 70 kilometers (km) of rural roads to open new areas for private tourism investment and improve access to markets and social services for 15,000 people; (ii) improving environmental services in areas important for cross-border tourism to reduce public health hazards for 35,000 residents and 2.4 million annual visitors, beginning in 2019; and (iii) facilitating business support services for at least 500 small and medium-sized enterprises.3 The project will strengthen regional cooperation and integration by implementing regional tourism standards, promoting multicountry tour circuits, and supporting structured policy dialogue to reduce nonphysical barriers to travel. The project investment plan is in line with the GMS Tourism Sector Strategy,4 and the government's National Tourism Strategy, 20122020.",Closed,http://www.adb.org/projects/46293-003/main,14 Jan 2015,36140000.0,0,2015,Industry and trade,No
People's Republic of China,East Asia,Country Water Assessment,"Given a rapidly changing growth dynamics and the pressing need to integrate sustainable development planning, ADB and the Government have agreed to conduct a Country Water Assessment (CWA) for the PRC. The proposed technical assistance (TA) for the CWA will be used to improve policies and strategies in the water sector, particularly to improve national water security and to deal with water scarcity. The PRC CWA will also support the preparation of the 13th FYP on water resources management, and will ensure that ADB's strategy and programs respond to water security challenges in the PRC and are consistent with PRC's water policy directions.Conducting a CWA for the PRC is consistent with ADB's Water Operational Plan (2011) and knowledge management plan. It is also in line with ADB's PRC country partnership strategy, 2011 2015 which supports the Government's goal of building a harmonious society by promoting environmentally sustainable development.",Closed,http://www.adb.org/projects/48058-001/main,06 Oct 2014,200000.0,0,2014,"Agriculture, natural resources and rural development",Yes
Regional,Regional,Geomapping of ADB's Projects,"The objective of the TA is to enhance ADB's transparency and the availability of its operational data by developing a mapping platform that visualizes the geographic locations of ADB projects, and making the tool available to the public through ADB's external website (http://www.adb.org).",Closed,http://www.adb.org/projects/47184-003/main,01 Sep 2014,225000.0,0,2014,Information and communication technology,No
Armenia,Central and West Asia,Infrastructure Sustainability Support Program,"The Asian Development Bank (ADB) partners with the Government of Armenia (government) to improve road and water service provision under the Infrastructure Sustainability Support Program (program). The program supports the government''s development agenda on sustainable infrastructure provision as articulated in the Draft Armenia Development Strategy, 2013- 2025; Medium-Term Expenditure Framework, 201-3 2015; and the Republic of Armenia Government Program. It is closely aligned with ADB's Strategy 2020; the Water Operational Plan, 2011- 2020; the Sustainable Transport Initiative Operational Plan; and the development priorities identified in the country operations business plan, 2012 -2013 update. ADB has partnered with the government in road transport and water supply sectors, and for policy-based loans.",Closed,http://www.adb.org/projects/46220-001/main,19 Dec 2014,45560000.0,0,2014,Public sector management,Yes
People's Republic of China,East Asia,Promoting Foreign Investment to Support Agricultural Modernization,,Closed,http://www.adb.org/projects/47072-001/main,19 Sep 2014,400000.0,0,2014,"Agriculture, natural resources and rural development",No
Bhutan,South Asia,"South Asia Subregional Economic Cooperation Transport, Trade Facilitation and Logistics Project","The SASEC Transport, Trade Facilitation and Logistics Project is designed to improve transport efficiency and cross border trade by (i) rehabilitating existing roads and constructing missing link sections on the strategic southern east-west highway between Lhamoizingkha and Sarpang, and (ii) constructing new logistics and cross border facilities at selected locations in Phuentsholing, Nganglam and Gelephu.The project will have three outputs: a) improved road network (b) improved logistics and trade facilitation facilities and (c) enhanced capacity of implementing agencies to operate and maintain the road network and trade facilitation facilities and related equipment. The project impact will be improved domestic and cross border movement of goods and passengers. The project outcome will be improved efficiency of land transportation and more efficient and secure cross border trade. The potential implementing agency for the road component and trade facilitation component are the Department of Roads (DOR) and Department of Revenue and Customs (DRC) respectively. The project is expected to be implemented over 6 years from 2016 to 2022.",Closed,http://www.adb.org/projects/47284-001/main,02 Oct 2014,1000000.0,0,2014,Industry and trade,No
Uzbekistan,Central and West Asia,Preparation of Central Asia Regional Economic Cooperation Corridor 2 (Pap-Namangan-Andijan) Railway Electrification Project,The Government of Uzbekistan (the government) has requested Asian Development Bank (ADB) assistance for the electrification of the railway line from Pap to Namangan to Andijan. The proposed project (the Project) will electrify the missing 145.1 kilometers (km) of non-electrified track linking major cities in the populous Fergana Valley with Tashkent. This will facilitate direct and efficient operation of both freight and passenger train services and thereby promote economic and social development of the Fergana Valley.,Closed,http://www.adb.org/projects/48025-001/main,17 Sep 2014,400000.0,0,2014,Transport,Yes
Myanmar,South East Asia,Support for Sanitary and Phytosanitary Arrangements Development,,Closed,http://www.adb.org/projects/48291-001/main,25 Aug 2014,225000.0,0,2014,Industry and trade,No
Regional,Regional,Roundtable Conference: Future Asian Regional Cooperation and Integration Agenda,"This technical assistance (TA) aims to define a second generation RCI agenda related to trade and investment (pillar 2 of the RCI Strategy) and productivity and promote this among key stakeholders. The TA will have three key outputs: (i) Analytical studies on special economic zones and production networks; small and medium size enterprises and production networks; trade facilitation; trade and supply chain financing; trade logistics; and regional institutions and financing mechanisms; (ii) Knowledge events including a Roundtable Conference to be held in November 2014; workshops to discuss initial findings; and dissemination events to present the key findings of the research work; and (iii) Knowledge products, including a book containing the analytical studies and working papers.",Closed,http://www.adb.org/projects/48130-001/main,25 Aug 2014,1000000.0,0,2014,Finance,No
Uzbekistan,Central and West Asia,E-Government for Effective Public Management,"The Government of Uzbekistan has taken a number of steps to accelerate its own e-government initiatives and to ensure it meets its objectives and timing has asked the ADB to assist in four priority areas, namely: property registration, business registration, public procurement and public access to information. The proposed TA will focus on (i) developing a government-public and government-business interface strategy, (ii) phased strategies for the Government's four priority areas, (iii) action plans for piloting e-government applications, and (iv) piloting e-government applications.",Closed,http://www.adb.org/projects/46444-001/main,08 Jan 2013,1100000.0,0,2013,Information and communication technology,Yes
People's Republic of China,East Asia,Study on the National Control of the Important Air Pollutant—Volatile Organic Compounds,,Closed,http://www.adb.org/projects/48059-001/main,09 Sep 2014,400000.0,0,2014,Energy,Yes
Cambodia,South East Asia,Uplands Irrigation and Water Resources Management Sector Project,"The proposed Uplands Irrigation and Water Resources Management Sector Project (the Project) will enhance agricultural and rural economic productivity through increased efficiency of irrigation systems and improved management of water resources in uplands, areas away from the Tonle Sap lake, in Prey Veng, Kampong Thom and Battambang provinces. It shall address agriculture productivity constraints such as (i) low irrigation efficiency and water productivity, (ii) seasonal variations in water availability, (iii) inadequate operation and maintenance, and (iv) weak water resources management.Project impact will be increased farm incomes and outcome will be enhanced water and agricultural productivity. The outputs will be (i) enhanced efficiency and climate resilience of irrigation systems, (ii) improved water resource management, and (iii) efficient and effective project implementation.",Closed,http://www.adb.org/projects/44328-012/main,01 Oct 2014,900000.0,0,2014,"Agriculture, natural resources and rural development",Yes
People's Republic of China,East Asia,Strategy and Transport Policy Study on Promoting Logistics Development in Rural Areas,The proposed technical assistance (TA) will assist the PRC in formulating strategies and policies to improve rural logistics for inclusion in the 13th Five Year Plan (13th plan). The TA is consistent with ADB's country partnership strategy for the PRC for 2011-2015 which seeks to foster balanced and equitable development by promoting integrated rural and urban development in ways that expand livelihood opportunities for the poor. The TA is included in the PRC Country Operations Business Plan 2014-2016.,Closed,http://www.adb.org/projects/48022-001/main,04 Sep 2014,400000.0,0,2014,Transport,Yes
Solomon Islands,The Pacific,Transport Sector Flood Recovery Project,,Closed,http://www.adb.org/projects/48293-001/main,09 Oct 2014,6560000.0,0,2014,Transport,Yes
Regional,Regional,Study on SMEs and Trade-Driven Productivity,,Closed,http://www.adb.org/projects/48338-001/main,13 Aug 2014,225000.0,0,2014,Industry and trade,No
Regional,Regional,Improving the Financial Management Capacity of Executing Agencies in Afghanistan and Pakistan,"The regional capacity development technical assistance (the TA) seeks to strengthen project financial reporting, auditing and executing agencies' accounting operations in Afghanistan and Pakistan.Output 1: Improved quality of project financial statements. Workshops will be provided to executing agencies in both Afghanistan and Pakistan. The workshops will help project accountants become familiar with cash basis International Public Sector Accounting Standards (IPSAS) and will demonstrate how to prepare a project financial statement in accordance with cash basis IPSAS by using country-specific project financial statements. The workshops will also help executing agencies understand the importance of independent audit as well as timely response to audit findings raised by the auditors. After the workshops, executing agencies will be able to prepare project financial statements acceptable by ADB. Output 2: Improved quality of audit reports. This output is only applied to ADB-financed projects in Pakistan. ADB will provide workshops to government auditors on ADB's auditing requirements, relevant auditing standards under International Standards of Supreme Audit Institutions, as well as eligible expenditure under ADB-financed projects.Output 3: Country project financial management manuals. To ensure the manual is owned and used by executing agencies, consultants will conduct workshops to gather the requirements from executing agencies. By working with executing agencies, and with ADB guidance, consultants will develop country project financial management manuals for Afghanistan and Pakistan to identify specific requirements and clarify which actions need to be undertaken when, how, and by whom. The manual will help executing agency staff who are implementing the projects to record financial transactions, strengthen internal control, prepare financial reports, and administer ADB-financed projects. The manual will help executing agencies improve their capacity in financial management. It will also include samples of project financial statements for that country and, for Afghanistan, terms of reference for external auditors.",Closed,http://www.adb.org/projects/46539-001/main,12 Aug 2014,500000.0,0,2014,Public sector management,No
People's Republic of China,East Asia,Guizhou Vocational Education Development Program,,Closed,http://www.adb.org/projects/48101-001/main,03 Sep 2014,600000.0,0,2014,Education,No
Bhutan,South Asia,South Asia Subregional Economic Cooperation Road Connectivity Project,"ADB and the Government of Bhutan are working together to bring safer roads and more opportunities to the southern part of the country. The South Asia Subregional Economic Cooperation Road Connectivity Project will build 68.3 km of the vital Southern East West Highway between the towns of Dewathang and Nganglam, which is one of the main crossing points between Bhutan and India. The new stretch of road will improve the connection between Bhutan''s main northsouth highways and India''s national highway network. As a result, travel time between Nganglam and Dewathang is being reduced by 80% from 12 hours to just a few hours. The project is also building a 1.2 km access road between Bhutan''s border with India and the Pasakha industrial estate, reducing travel time by 90 percent from nearly two hours to about 10 minutes. Border crossing stations in Phuentsholing City the town of Alay will also be improved, and a 2.7 km access road to the national highway will be built. The new roads and facilities will help develop the capacity of the country's engineers and government officials to build modern transport infrastructure. The project is designed to make Bhutan more competitive in terms of international trade and spread the benefits of cross-border commerce with its regional neighbors to people across the country, including the poorest and most disadvantaged.",Active,http://www.adb.org/projects/39225-034/main,05 Sep 2014,18830000.0,0,2014,Transport,No
Armenia,Central and West Asia,Power Transmission Rehabilitation Project,"The project will upgrade the national power system operation's reliability and efficiency, and enhance transmission capacity. The project will include three main components: (i) expansion of supervisory control and data acquisition (SCADA) system; (ii) rehabilitation of four existing 220/110-kilovolt (kV) substation; and (iii) support for institutional development, capacity building, and project management. The project will help increase the electricity supply to urban and rural consumers to support inclusive and sustainable economic development.",Closed,http://www.adb.org/projects/46416-002/main,12 Feb 2015,26130000.0,0,2015,Energy,No
Regional,Regional,Support for Trade Facilitation,,,http://www.adb.org/projects/48249-001/main,31 Jul 2014,225000.0,0,2014,Industry and trade,No
Sri Lanka,South Asia,Green Power Development and Energy Efficiency Improvement Investment Program - Tranche 1,"In recent years Sri Lanka,has improved its energy sector and achieved a national electrification ratio of 94% (2012) as compared with 29% in 1990. However, a longer-term challenge is to reduce its high dependence on expensive fossil fuel energy. The energy sector struggles to (a) meet growing demand for electricity at a low cost and acceptable reliability rates, and (b) attain long term sustainability. The share of thermal oil-fired energy in the power generation mix has increased from 6% in 1995 to 59% in 2012 that creates a high energy cost base. Demand growth has been mostly met by expensive oil-fired thermal plants. This is not a viable and sustainable solution to the country s energy security and environment protection in the long term. Diversification of the generation mix primarily to renewable energy sources, improved network efficiency, reduced technical losses and supply and demand side management is the only way to correct this situation. The transmission network needs expansion and modernization, particularly in the former conflict-affected areas in Northern and Eastern provinces. The 33 kilovolt (kV) medium voltage (MV) network needs to expand power supply into rural areas where many households have poor reliability and inadequate quality of electricity supply. For sustainable functioning of the power sector, the government pursues financial, managerial, and institutional reforms in line with the Sri Lanka Electricity Act, 2009.",Active,http://www.adb.org/projects/47037-004/main,02 Feb 2015,18370000.0,0,2015,Energy,Yes
Azerbaijan,Central and West Asia,Second Road Network Development Investment Program - Tranche 2,"The updated project design will finance the construction of new motorway between Jalilabad and Shorsulu, provide capacity development, rehabilitate M5/R57 road sections, and implement local roads rehabilitation program. Tranche 2 is the last tranche of the MFF.",Closed,http://www.adb.org/projects/45389-004/main,16 Jun 2015,223690000.0,0,2015,Transport,No
India,South Asia,Karnataka State Highways Improvement III Project,"The Karnataka State Highways Improvement III Project (KSHIP-III) is designed to improve transport connectivity in the state by rehabilitating and upgrading state highways (SHs) forming part of the Core Road Network (CRN) in the state. The Project constitutes (i) rehabilitating and upgrading about 500km of SHs; (ii) improving road maintenance and asset management through the use of public-private partnerships (PPP); and (iii) improving road safety. Consulting services will be provided to supervise the implementation of civil works. A project preparatory technical assistance (PPTA) of $600,000 is included, which is completed.The impact of the project will be improved road transport connectivity in the state of Karnataka. The outcome will be improved road accessibility and road efficiency in Karnataka. The outputs will be (i) improved and rehabilitated state roads; (ii) improved road maintenance and asset management and; (iii) road safety improved.",Closed,http://www.adb.org/projects/42513-015/main,12 Dec 2014,600000.0,0,2014,Transport,No
Nepal,South Asia,Agriculture Sector Development Program,"The TA will prepare the design and monitoring framework, economic and financial analysis, program framework and policy matrix, financial management assessment, cost estimates and financing plan, procurement plan, terms of reference for consulting services, plan for improving economic opportunities for women and disadvantaged groups, social and environmental safeguards, a capacity-building plan for local government institutions and various ministries, implementation arrangements, and implementation schedule. The outcome of the TA will be a project design and feasibility study that the government and the Asian Development Bank (ADB) will have agreed upon. The TA will (i) assess the economic viability of ASDP; (ii) explore options for private sector involvement in delivering key outputs including agribusiness development; (iii) conduct sector and policy analysis; (iv) prepare the program framework of ASDP; (v) review and update safeguard measures; and (vi) prepare the envisaged project interventions.",Closed,http://www.adb.org/projects/48218-001/main,31 Aug 2015,900000.0,0,2015,"Agriculture, natural resources and rural development",No
Regional,Regional,Asian Development Outlook 2015,The proposed TA will support the production of one of ADB's flagship publications--the Asian Development Outlook.,Closed,http://www.adb.org/projects/48266-001/main,24 Jul 2014,1200000.0,0,2014,Finance,No
Afghanistan,Central and West Asia,Transport Sector Master Plan Update,,Closed,http://www.adb.org/projects/47210-001/main,06 Aug 2014,1000000.0,0,2014,Transport,No
People's Republic of China,East Asia,Chongqing Integrated Logistics Demonstration,"The proposed project seeks to improve the condition of the logistics network and services within Chongqing Municipality in the People''s Republic of China (PRC) to create an integrated and multimodal logistics system. It will focus on developing logistics parks and related infrastructure to accelerate the development of the logistics industry in Chongqing. It will also improve and upgrade the logistics services and logistics information system.A TA in the amount of $600,000 will be provided to assist the EA and the IA in preparing the project for ADB financing. The TA will (i) produce a mutually agreeable project design and scope, schedule, and implementation plan that is justified by the project's expected merits, (ii) ensure that the project's benefits are commensurate with its costs to clarify the rationale for ADB's intervention, (iii) provide the EA and the IA access to high level international expertise on logistics development and ensure capacity to successfully implement the project, (iv) ensure that the project supports the PRC's development strategies and ADB's PRC country partnership strategy (2011-2015), and (v) ensure that the EA and the IA adhere to ADB's Safeguard Policy Statement (2009).",Closed,http://www.adb.org/projects/48024-001/main,15 Aug 2014,600000.0,0,2014,Transport,No
Uzbekistan,Central and West Asia,Takhiatash Power Plant Efficiency Improvement Project,"The project, to be implemented in the Takhiatash thermal power plant (TPP), involves building two combined-cycle gas turbine (CCGT) units, decommissioning old and inefficient power generation units, improving energy efficiency, and increasing power supply to the Karakalpakstan and Khorezm regions. It includes a capacity development component to improve corporate performance and a social development component to foster gender equality.",Active,http://www.adb.org/projects/45306-001/main,30 Jan 2015,293900000.0,0,2015,Energy,Yes
India,South Asia,Assam Power Sector Investment Program - Tranche 1,"ADB and the Government of India are working together to help India's northeastern Assam state continue its drive to eliminate power sector inefficiencies that are hurting its consumers, its world-famous tea industry, and its environment. The Assam Power Sector Investment Program is upgrading power generation and distribution systems, including the construction of a 120-megawatt hydropower plant. It is also financing new energy efficient power generation equipment at existing plants; new distribution lines and substations; and financial management training and other support for staff of state power companies, Assam Power Generation Corporation and Assam Power Distribution Company. The project is bolstering the finances of the state power companies by helping them decrease their purchases of expensive electricity from independent power producers. In addition, the program is supporting the construction of the Lower Kopili run-of-the-river hydropower plant in central Assam that will help the state avoid over 530,000 tons per annum of carbon dioxide emissions that would otherwise be produced by fossil fuel-driven generation. By cutting power outages in the state, the program is benefiting over 2.7 million consumers. It is also promoting economic growth and creating employment opportunities by helping to supply reliable power to the state. This is helping Assam attract investment and more fully tap its economic potential while reducing poverty.",Closed,http://www.adb.org/projects/47101-002/main,12 May 2015,39110000.0,0,2015,Energy,No
People's Republic of China,East Asia,Strengthening Government and Social Organization Cooperation for Rural Poverty Reduction,"The TA aims to strengthen government-Social Organization (SO) cooperation by creating an enabling environment for government contracting, delegation or tasking of rural poverty reduction services to SOs. Specifically, the TA would undertake multi-province surveys, in-depth field interviews and data collection to; (i) review relevant PRC and international experience in SO service contracting; (ii) assess the status, capacity, interest and needs of PRC government poverty reduction agencies and PRC-based SOs to engage in service contracting; (iii) document cases of the skills, approaches and benefits that SOs can bring to rural poverty reduction; and prepare suggested administrative and training guidelines for key local government and SO staff engaged in contracting poverty reduction services; and (iv) draw on these lessons to provide policy recommendations for improved and expanded SO contracting of services in the national rural poverty reduction program. TA findings would be disseminated widely through stakeholder meetings, bi-lingual reports and knowledge products.",Closed,http://www.adb.org/projects/48094-001/main,27 Aug 2014,350000.0,0,2014,"Agriculture, natural resources and rural development",Yes
Pakistan,Central and West Asia,Punjab Intermediate Cities Improvement Investment Program,"The impact of the investment program will be improved quality of life of the residents of the selected cities of Punjab province. The program outcome will be improved quality of urban services available to the residents of selected cities in Punjab. The key outputs will be: (i) introduction of integrated urban planning; (ii) improved institutional framework for urban services at the city level; (iii) strengthened business processes of urban utilities; and (iv) improved urban infrastructure. The same outputs will apply to all tranches. The investment program will be geographically and chronologically phased across selected intermediate cities to demonstrate the positive impact of an integrated package of planned urban reforms, improved service delivery and sustainable investments. The initial investment support will focus on Sialkot City, a progressive business center in northeast Punjab. Sialkot has adequate capacity to lead innovation and sector reforms implementation.",Closed,http://www.adb.org/projects/46526-001/main,14 Apr 2015,1300000.0,0,2015,Water and other urban infrastructure and services,No
